City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
226,Manokwari,ID,2022-06-12 16:28:56,-0.8667,134.0833,78.6,76,18,2.71,few clouds
227,Goderich,CA,2022-06-12 16:28:57,43.7501,-81.7165,61.12,88,90,4.61,overcast clouds
228,Portland,US,2022-06-12 16:26:03,45.5234,-122.6762,56.08,90,100,8.05,light rain
229,Ustrzyki Dolne,PL,2022-06-12 16:28:57,49.4304,22.5938,70.12,100,4,7.25,clear sky
230,Buala,SB,2022-06-12 16:28:57,-8.145,159.5921,78.87,77,94,4.18,overcast clouds
231,Gravdal,NO,2022-06-12 16:28:58,68.1214,13.5031,58.89,72,0,6.91,clear sky
232,Codrington,AU,2022-06-12 16:28:58,-38.2667,141.9667,52.23,81,100,7.7,overcast clouds
233,Kendari,ID,2022-06-12 16:28:58,-3.945,122.4989,74.19,95,100,0.72,overcast clouds
234,Moree,AU,2022-06-12 16:25:08,-29.4667,149.85,42.93,81,100,11.5,overcast clouds
235,Chokurdakh,RU,2022-06-12 16:29:00,70.6333,147.9167,49.87,41,12,11.1,few clouds
236,Rialma,BR,2022-06-12 16:29:00,-15.315,-49.5844,88.47,31,89,2.26,overcast clouds
237,Aktas,KZ,2022-06-12 16:29:00,49.7789,72.9608,65.95,48,100,9.73,overcast clouds
238,Iqaluit,CA,2022-06-12 16:29:00,63.7506,-68.5145,42.53,60,20,12.66,few clouds
239,Zambrow,PL,2022-06-12 16:29:01,52.9855,22.2432,71.1,57,40,7.2,scattered clouds
240,Zhicheng,CN,2022-06-12 16:29:01,30.2956,111.5047,68.05,90,100,1.45,overcast clouds
241,Chernyshevskiy,RU,2022-06-12 16:29:01,63.0128,112.4714,45.12,88,34,1.88,scattered clouds
242,Kununurra,AU,2022-06-12 16:29:02,-15.7667,128.7333,55.38,71,32,1.14,scattered clouds
243,Sioux Lookout,CA,2022-06-12 16:29:02,50.1001,-91.917,64.47,42,75,11.5,broken clouds
244,Erenhot,CN,2022-06-12 16:29:02,43.6475,111.9767,60.06,57,85,12.8,overcast clouds
245,Tigzirt,DZ,2022-06-12 16:29:03,36.8886,4.1198,79.97,48,2,10.83,clear sky
246,Darhan,MN,2022-06-12 16:29:03,49.4867,105.9228,62.04,41,86,0.36,overcast clouds
247,Tomatlan,MX,2022-06-12 16:29:03,19.9333,-105.25,90.97,49,7,3.02,clear sky
248,Samana,DO,2022-06-12 16:29:04,19.2056,-69.3369,86.22,79,40,6.91,scattered clouds
249,Ketchikan,US,2022-06-12 16:29:04,55.3422,-131.6461,50.47,87,75,6.91,light rain
250,Dharchula,IN,2022-06-12 16:29:04,29.85,80.5333,75.36,45,67,6.13,broken clouds
251,Banyo,CM,2022-06-12 16:29:05,6.75,11.8167,68.34,93,100,3.27,light rain
252,Port Hedland,AU,2022-06-12 16:29:05,-20.3167,118.5667,69.85,78,100,0.0,overcast clouds
253,Dhidhdhoo,MV,2022-06-12 16:26:16,6.8833,73.1,82.62,74,100,9.35,moderate rain
254,Broken Hill,AU,2022-06-12 16:29:05,-31.95,141.4333,43.59,85,24,6.6,few clouds
255,Kathu,TH,2022-06-12 16:29:06,7.9178,98.3332,85.69,99,90,11.3,overcast clouds
256,Ulladulla,AU,2022-06-12 16:29:06,-35.35,150.4667,48.13,75,32,7.36,scattered clouds
257,Jiayuguan,CN,2022-06-12 16:29:06,39.8167,98.3,70.2,8,0,4.41,clear sky
258,San Cristobal,VE,2022-06-12 16:29:07,7.7669,-72.225,71.78,93,100,5.19,overcast clouds
259,Agadez,NE,2022-06-12 16:29:07,19.75,10.25,107.53,7,2,8.68,clear sky
260,Airai,TL,2022-06-12 16:29:07,-8.9266,125.4092,55.83,87,88,3.09,overcast clouds
261,Port Augusta,AU,2022-06-12 16:29:08,-32.5,137.7667,48.67,84,97,3.44,overcast clouds
262,Kavieng,PG,2022-06-12 16:29:08,-2.5744,150.7967,81.23,79,31,12.82,light rain
263,Lardos,GR,2022-06-12 16:29:08,36.0942,28.0157,77.95,74,0,20.36,clear sky
264,Zenzeli,RU,2022-06-12 16:29:09,45.9241,47.0474,80.28,28,43,13.33,scattered clouds
265,Abha,SA,2022-06-12 16:29:09,18.2164,42.5053,78.62,34,20,11.5,few clouds
266,Havoysund,NO,2022-06-12 16:29:09,70.9963,24.6622,44.83,94,100,32.97,light rain
267,Bilibino,RU,2022-06-12 16:29:09,68.0546,166.4372,49.64,48,65,4.68,broken clouds
268,Ostrovnoy,RU,2022-06-12 16:29:10,68.0531,39.5131,60.93,68,91,21.59,overcast clouds
269,Victoria,HK,2022-06-12 16:26:10,22.2855,114.1577,84.38,87,100,8.01,overcast clouds
270,Barmer,IN,2022-06-12 16:29:10,25.75,71.3833,84.92,50,1,15.61,clear sky
271,Safaga,EG,2022-06-12 16:29:11,26.7292,33.9365,93.61,35,0,16.51,clear sky
272,Bandarbeyla,SO,2022-06-12 16:29:11,9.4942,50.8122,79.29,79,93,31.74,overcast clouds
273,Alampur,IN,2022-06-12 16:29:11,15.8833,78.15,92.01,40,96,16.64,overcast clouds
274,Klaksvik,FO,2022-06-12 16:29:12,62.2266,-6.589,52.72,95,100,16.64,overcast clouds
275,Aykhal,RU,2022-06-12 16:29:12,66.0,111.5,49.82,67,59,2.75,broken clouds
276,Koupela,BF,2022-06-12 16:29:12,12.1794,-0.3517,95.29,33,92,5.86,overcast clouds
277,Conceicao Do Araguaia,BR,2022-06-12 16:29:12,-8.2578,-49.2647,92.89,38,86,2.01,overcast clouds
278,Palenque,MX,2022-06-12 16:29:13,17.5167,-91.9667,73.56,100,40,11.5,scattered clouds
279,Shihezi,CN,2022-06-12 16:29:13,44.3,86.0333,83.66,28,7,5.75,clear sky
280,Honiara,SB,2022-06-12 16:29:13,-9.4333,159.95,75.27,79,11,4.45,few clouds
281,Luzhou,CN,2022-06-12 16:27:36,28.8724,105.4405,67.57,96,95,1.63,overcast clouds
282,Sonoita,MX,2022-06-12 16:29:14,31.85,-112.8333,93.11,24,1,5.3,clear sky
283,Saint-Joseph,RE,2022-06-12 16:29:14,-21.3667,55.6167,70.18,83,47,16.35,light rain
284,Egvekinot,RU,2022-06-12 16:29:14,66.3167,-179.1667,37.36,54,87,3.2,overcast clouds
285,Praia Da Vitoria,PT,2022-06-12 16:29:15,38.7333,-27.0667,64.76,82,75,20.13,broken clouds
286,Iwanai,JP,2022-06-12 16:29:15,42.9744,140.5089,50.02,97,53,2.64,broken clouds
287,Kashi,CN,2022-06-12 16:29:15,39.4547,75.9797,76.21,29,20,15.66,few clouds
288,Beyneu,KZ,2022-06-12 16:29:16,45.3167,55.2,86.61,21,10,8.19,clear sky
289,Calama,CL,2022-06-12 16:29:16,-22.4667,-68.9333,63.09,4,0,12.66,clear sky
290,Port Lincoln,AU,2022-06-12 16:29:16,-34.7333,135.8667,54.1,70,100,6.04,overcast clouds
291,Udachnyy,RU,2022-06-12 16:29:17,66.4167,112.4,48.45,93,89,4.32,light rain
292,Peace River,CA,2022-06-12 16:29:17,56.2501,-117.286,62.91,44,20,14.97,few clouds
293,Ribeira Grande,PT,2022-06-12 16:29:17,38.5167,-28.7,68.4,56,20,10.36,few clouds
294,Trincomalee,LK,2022-06-12 16:29:17,8.5711,81.2335,82.99,71,100,15.05,overcast clouds
295,Qinzhou,CN,2022-06-12 16:27:26,21.95,108.6167,79.74,93,85,6.71,overcast clouds
296,Sorland,NO,2022-06-12 16:29:18,67.667,12.6934,49.86,90,97,7.94,overcast clouds
297,Sitka,US,2022-06-12 16:26:53,57.0531,-135.33,51.69,71,75,3.44,broken clouds
298,Adrar,MR,2022-06-12 16:29:18,20.5022,-10.0711,110.21,5,0,11.05,clear sky
299,Buin,CL,2022-06-12 16:29:19,-33.7333,-70.75,71.87,28,18,3.69,few clouds
300,Gamba,GA,2022-06-12 16:29:19,-2.65,10.0,79.03,76,29,8.14,scattered clouds
301,Barao De Melgaco,BR,2022-06-12 16:29:19,-16.1944,-55.9675,72.7,39,96,7.23,overcast clouds
302,Lufilufi,WS,2022-06-12 16:29:20,-13.8745,-171.5986,73.18,79,23,16.28,light rain
303,Brigantine,US,2022-06-12 16:29:20,39.4101,-74.3646,72.01,88,20,6.91,few clouds
304,Fairbanks,US,2022-06-12 16:29:20,64.8378,-147.7164,58.23,72,0,5.75,clear sky
305,Ampanihy,MG,2022-06-12 16:29:21,-24.7,44.75,68.07,63,0,11.34,clear sky
306,Half Moon Bay,US,2022-06-12 16:29:21,37.4636,-122.4286,78.89,82,100,5.75,overcast clouds
307,Mayo,US,2022-06-12 16:29:21,38.8876,-76.5119,72.99,86,75,5.75,broken clouds
308,Lata,PT,2022-06-12 16:29:21,40.1629,-8.3327,87.08,50,0,9.01,clear sky
309,Pachino,IT,2022-06-12 16:29:22,36.7186,15.0907,74.75,63,0,9.6,clear sky
310,Castro,BR,2022-06-12 16:29:22,-24.7911,-50.0119,52.39,49,4,8.43,clear sky
311,Faanui,PF,2022-06-12 16:29:22,-16.4833,-151.75,79.3,76,33,20.54,light rain
312,Ballina,AU,2022-06-12 16:26:11,-28.8667,153.5667,52.32,69,100,7.92,overcast clouds
313,Wundanyi,KE,2022-06-12 16:29:23,-3.4019,38.364,66.0,59,94,12.19,overcast clouds
314,Flinders,AU,2022-06-12 16:29:23,-34.5833,150.8552,49.37,78,10,8.97,clear sky
315,Tikapur,NP,2022-06-12 16:29:23,28.5,81.1333,96.01,27,29,6.96,scattered clouds
316,Yamada,JP,2022-06-12 16:29:24,39.4667,141.95,53.2,88,3,6.85,clear sky
317,Dingle,PH,2022-06-12 16:29:24,10.9995,122.6711,77.77,85,38,3.24,scattered clouds
318,Darovskoy,RU,2022-06-12 16:29:24,58.77,47.9564,57.47,62,9,4.7,clear sky
319,Murree,PK,2022-06-12 16:29:25,33.9073,73.393,61.3,53,75,9.89,broken clouds
320,Loucna Nad Desnou,CZ,2022-06-12 16:29:25,50.0743,17.0905,75.16,57,80,0.38,broken clouds
321,Auki,SB,2022-06-12 16:29:25,-8.7676,160.7034,75.31,83,54,3.33,broken clouds
322,Namatanai,PG,2022-06-12 16:29:26,-3.6667,152.4333,78.73,79,31,8.01,light rain
323,Semikarakorsk,RU,2022-06-12 16:29:26,47.5194,40.8112,79.75,50,25,8.81,scattered clouds
324,Kidal,ML,2022-06-12 16:29:26,18.4411,1.4078,100.67,19,53,7.29,broken clouds
325,Merauke,ID,2022-06-12 16:29:27,-8.4667,140.3333,77.5,89,100,14.05,overcast clouds
326,Impfondo,CG,2022-06-12 16:29:27,1.6381,18.0667,78.82,75,72,4.47,light rain
327,Los Llanos De Aridane,ES,2022-06-12 16:29:27,28.6585,-17.9182,72.12,83,40,13.8,scattered clouds
328,Antsohihy,MG,2022-06-12 16:29:28,-14.8796,47.9875,76.78,51,36,13.53,scattered clouds
329,Tuatapere,NZ,2022-06-12 16:29:28,-46.1333,167.6833,37.83,90,26,3.29,scattered clouds
330,Cherskiy,RU,2022-06-12 16:29:28,68.75,161.3,54.88,40,19,6.44,few clouds
331,Hervey Bay,AU,2022-06-12 16:29:28,-25.2986,152.8535,54.21,64,96,12.59,overcast clouds
332,Zwedru,LR,2022-06-12 16:29:29,6.0667,-8.1281,78.39,91,91,3.53,moderate rain
333,Mendi,PG,2022-06-12 16:29:29,-6.1761,143.6513,55.33,97,78,2.73,broken clouds
334,Shizunai,JP,2022-06-12 16:25:07,42.3339,142.3669,53.58,97,82,6.46,light rain
335,Touros,BR,2022-06-12 16:29:29,-5.1989,-35.4608,84.04,66,37,11.41,scattered clouds
336,Riyadh,SA,2022-06-12 16:27:20,24.6877,46.7219,104.14,8,0,8.9,clear sky
337,Abu Kamal,SY,2022-06-12 16:29:30,34.4506,40.9171,103.19,11,36,4.14,scattered clouds
338,Lengshuijiang,CN,2022-06-12 16:29:30,27.6881,111.4294,69.6,92,100,2.77,overcast clouds
339,Agirish,RU,2022-06-12 16:29:30,61.9247,63.0231,52.77,73,100,10.11,overcast clouds
340,Pouebo,NC,2022-06-12 16:29:31,-20.4,164.5667,72.61,85,100,4.45,overcast clouds
341,Eureka,US,2022-06-12 16:29:31,40.8021,-124.1637,59.67,95,100,5.01,overcast clouds
342,Balabac,PH,2022-06-12 16:29:31,7.9868,117.0645,81.95,73,50,5.61,scattered clouds
343,Lujan,AR,2022-06-12 16:29:32,-34.5703,-59.105,63.05,35,0,3.53,clear sky
344,Ibra,OM,2022-06-12 16:29:32,22.6906,58.5334,87.4,36,1,13.91,clear sky
345,Wamba,NG,2022-06-12 16:29:32,8.9333,8.6,88.14,53,93,4.59,light rain
346,Chernelytsya,UA,2022-06-12 16:29:33,48.8121,25.4248,69.22,69,99,5.55,overcast clouds
347,Tigil,RU,2022-06-12 16:29:33,57.8,158.6667,42.66,95,100,9.1,light rain
348,The Pas,CA,2022-06-12 16:28:09,53.8251,-101.2541,64.42,63,0,4.61,clear sky
349,Melchor De Mencos,GT,2022-06-12 16:29:33,17.0686,-89.1522,86.0,70,40,0.0,scattered clouds
350,Methala,IN,2022-06-12 16:29:34,10.2166,76.2166,77.0,89,100,7.96,moderate rain
351,Prieska,ZA,2022-06-12 16:29:34,-29.6641,22.7474,64.9,30,67,12.93,broken clouds
352,Libreville,GA,2022-06-12 16:25:36,0.3925,9.4537,79.72,80,57,8.41,light rain
353,Clyde River,CA,2022-06-12 16:29:34,70.4692,-68.5914,34.03,86,100,10.36,light rain
354,Huarmey,PE,2022-06-12 16:29:35,-10.0681,-78.1522,68.77,69,52,9.78,broken clouds
355,Salinas,US,2022-06-12 16:29:35,36.6777,-121.6555,76.01,69,0,6.91,clear sky
356,Zhezkazgan,KZ,2022-06-12 16:29:35,47.8043,67.7144,71.58,43,47,1.19,scattered clouds
357,Gornyak,RU,2022-06-12 16:29:36,50.9942,81.4661,66.99,79,79,7.25,broken clouds
358,Tual,ID,2022-06-12 16:29:36,-5.6667,132.75,82.65,77,89,12.35,overcast clouds
359,Northam,GB,2022-06-12 16:29:36,51.0333,-4.2167,61.66,72,0,13.4,clear sky
360,Umm Lajj,SA,2022-06-12 16:29:36,25.0213,37.2685,87.57,56,0,4.05,clear sky
361,Huainan,CN,2022-06-12 16:29:37,32.6264,116.9969,72.21,77,100,8.23,heavy intensity rain
362,Rawson,AR,2022-06-12 16:27:30,-43.3002,-65.1023,60.53,27,100,7.65,overcast clouds
363,Buenaventura,CO,2022-06-12 16:29:37,3.8801,-77.0312,84.36,71,67,2.57,broken clouds
364,Nicoya,CR,2022-06-12 16:29:37,10.1483,-85.452,75.38,90,100,3.04,overcast clouds
365,Niquero,CU,2022-06-12 16:29:38,20.0431,-77.5828,85.71,66,87,4.23,overcast clouds
366,Bereda,ES,2022-06-12 16:29:38,43.2686,-7.5406,66.42,83,95,8.61,overcast clouds
367,Alta,NO,2022-06-12 16:29:13,69.9689,23.2717,50.2,70,75,10.36,broken clouds
368,Matay,EG,2022-06-12 16:29:38,28.419,30.7792,97.07,16,0,17.05,clear sky
369,Svetlyy,RU,2022-06-12 16:29:39,54.675,20.1347,64.45,64,97,4.63,overcast clouds
370,Farmington,US,2022-06-12 16:29:39,36.7281,-108.2187,89.2,18,0,6.91,clear sky
371,Padang,ID,2022-06-12 16:29:39,-0.9492,100.3543,75.25,83,100,4.38,overcast clouds
372,Owerri,NG,2022-06-12 16:29:40,5.4833,7.0304,84.56,70,86,2.82,light rain
373,Maxixe,MZ,2022-06-12 16:29:40,-23.8597,35.3472,71.42,78,20,3.44,few clouds
374,Santa Maria,BR,2022-06-12 16:29:40,-29.6842,-53.8069,58.3,41,0,9.22,clear sky
375,Palu,ID,2022-06-12 16:29:41,-0.8917,119.8707,75.02,95,99,2.82,light rain
376,Cedar City,US,2022-06-12 16:29:41,37.6775,-113.0619,81.57,13,0,19.57,clear sky
377,Ust-Tsilma,RU,2022-06-12 16:29:41,65.441,52.1498,59.04,36,0,5.46,clear sky
378,Petropavlovsk-Kamchatskiy,RU,2022-06-12 16:29:41,53.0452,158.6483,46.99,66,75,4.47,broken clouds
379,Rocha,UY,2022-06-12 16:29:42,-34.4833,-54.3333,56.23,64,24,12.17,few clouds
380,Bismarck,US,2022-06-12 16:25:02,46.8083,-100.7837,80.44,54,0,14.97,clear sky
381,Surskoye,RU,2022-06-12 16:29:42,54.4821,46.7214,58.1,72,9,5.68,clear sky
382,Pemba,MZ,2022-06-12 16:29:42,-12.974,40.5178,79.5,69,20,13.8,few clouds
383,Noumea,NC,2022-06-12 16:26:44,-22.2763,166.4572,73.0,99,100,5.7,overcast clouds
384,Alofi,NU,2022-06-12 16:29:43,-19.0595,-169.9187,73.29,94,39,4.61,scattered clouds
385,Raudeberg,NO,2022-06-12 16:29:43,61.9875,5.1352,52.47,93,95,24.11,overcast clouds
386,Cayenne,GF,2022-06-12 16:29:43,4.9333,-52.3333,87.84,28,20,11.5,few clouds
387,Althofen,AT,2022-06-12 16:29:44,46.8818,14.4676,81.16,37,5,0.27,clear sky
388,Monsenhor Gil,BR,2022-06-12 16:29:44,-5.5642,-42.6078,86.27,61,49,2.8,scattered clouds
389,Aksarka,RU,2022-06-12 16:29:44,66.5606,67.7975,44.01,77,100,26.26,light rain
390,Moussoro,TD,2022-06-12 16:29:46,13.6408,16.4901,104.18,19,21,9.28,few clouds
391,Halifax,CA,2022-06-12 16:29:09,44.6453,-63.5724,80.53,56,51,4.0,broken clouds
392,Tura,IN,2022-06-12 16:29:46,25.5198,90.2201,74.8,97,99,6.62,overcast clouds
393,Kruisfontein,ZA,2022-06-12 16:29:46,-34.0033,24.7314,76.89,20,100,19.77,overcast clouds
394,Vanavara,RU,2022-06-12 16:29:47,60.34,102.2797,59.07,52,100,7.61,overcast clouds
395,Saint-Georges,GD,2022-06-12 16:29:47,12.0564,-61.7485,83.88,79,20,23.02,few clouds
396,Lipari,IT,2022-06-12 16:29:47,38.4674,14.954,78.33,75,0,13.09,clear sky
397,Port Hawkesbury,CA,2022-06-12 16:29:48,45.6169,-61.3485,78.91,60,0,8.05,clear sky
398,Sur,OM,2022-06-12 16:29:48,22.5667,59.5289,86.72,67,0,17.92,clear sky
399,Lensk,RU,2022-06-12 16:29:48,60.7253,114.9278,47.34,67,10,3.27,clear sky
400,Port Jervis,US,2022-06-12 16:28:09,41.3751,-74.6927,69.37,84,98,6.69,overcast clouds
401,Beira,MZ,2022-06-12 16:29:49,-19.8436,34.8389,70.09,79,7,8.28,clear sky
402,Taywarah,AF,2022-06-12 16:29:49,33.35,64.4167,61.77,19,0,4.25,clear sky
403,Yulara,AU,2022-06-12 16:29:49,-25.2406,130.9889,51.1,48,0,6.76,clear sky
404,Baishishan,CN,2022-06-12 16:29:50,43.5833,127.5667,60.76,92,100,3.18,light rain
405,Muyezerskiy,RU,2022-06-12 16:29:50,63.9333,31.65,65.32,49,100,6.87,overcast clouds
406,Plettenberg Bay,ZA,2022-06-12 16:29:50,-34.0527,23.3716,76.95,30,100,11.86,overcast clouds
407,Kalmunai,LK,2022-06-12 16:29:51,7.4167,81.8167,83.93,74,94,2.42,overcast clouds
408,Awbari,LY,2022-06-12 16:29:51,26.5921,12.7805,96.87,14,0,10.04,clear sky
409,Port Elizabeth,ZA,2022-06-12 16:29:51,-33.918,25.5701,79.11,25,0,11.5,clear sky
410,Kamensk-Uralskiy,RU,2022-06-12 16:29:52,56.4185,61.9329,48.56,87,99,11.05,overcast clouds
411,Tiznit,MA,2022-06-12 16:29:52,29.5833,-9.5,83.93,43,37,10.2,scattered clouds
412,Rio Grande,BR,2022-06-12 16:28:01,-32.035,-52.0986,60.91,70,4,16.98,clear sky
413,Nouadhibou,MR,2022-06-12 16:29:52,20.931,-17.0347,75.18,69,0,24.16,sand
414,Kentau,KZ,2022-06-12 16:29:53,43.5206,68.5094,76.39,41,46,8.99,scattered clouds
415,Karaton,ID,2022-06-12 16:29:53,-6.3424,106.1045,73.81,95,100,3.51,light rain
416,Yarada,IN,2022-06-12 16:29:53,17.65,83.2667,79.12,83,75,6.91,broken clouds
417,Jinchang,CN,2022-06-12 16:29:54,38.4953,102.1739,68.99,11,0,3.94,clear sky
418,Olafsvik,IS,2022-06-12 16:29:54,64.8945,-23.7142,47.82,79,82,9.04,broken clouds
419,Preobrazheniye,RU,2022-06-12 16:29:54,42.9019,133.9064,51.89,94,96,3.02,overcast clouds
420,Xingyi,CN,2022-06-12 16:29:54,24.1877,102.817,63.19,97,100,3.71,heavy intensity rain
421,Bakel,SN,2022-06-12 16:29:55,14.905,-12.4568,103.84,23,100,9.46,overcast clouds
422,Mahajanga,MG,2022-06-12 16:29:55,-15.7167,46.3167,75.22,60,20,3.44,few clouds
423,Tautira,PF,2022-06-12 16:29:55,-17.7333,-149.15,77.97,73,59,22.62,broken clouds
424,Kudahuvadhoo,MV,2022-06-12 16:29:56,2.6708,72.8944,84.16,69,100,9.22,overcast clouds
425,Ossora,RU,2022-06-12 16:29:56,59.2353,163.0719,42.87,93,100,2.39,light rain
426,Presidencia Roque Saenz Pena,AR,2022-06-12 16:27:28,-26.7852,-60.4388,62.31,29,0,4.65,clear sky
427,Juneau,US,2022-06-12 16:25:45,58.3019,-134.4197,50.22,96,100,4.61,moderate rain
428,Ust-Ishim,RU,2022-06-12 16:29:56,57.6935,71.1665,56.61,97,10,4.92,clear sky
429,Arlit,NE,2022-06-12 16:29:15,18.7369,7.3853,108.46,10,14,4.92,few clouds
430,Tilichiki,RU,2022-06-12 16:29:57,60.4667,166.1,35.47,86,43,3.58,scattered clouds
431,Khasan,RU,2022-06-12 16:29:57,42.4308,130.6434,55.72,96,100,4.21,overcast clouds
432,Salisbury,GB,2022-06-12 16:29:57,51.0693,-1.7957,69.66,47,40,13.8,scattered clouds
433,High Level,CA,2022-06-12 16:29:58,58.5169,-117.136,63.12,38,39,6.67,scattered clouds
434,Petauke,ZM,2022-06-12 16:29:58,-14.2426,31.3253,63.45,49,3,7.76,clear sky
435,Mantua,IT,2022-06-12 16:29:58,45.1667,10.7833,90.21,42,3,1.01,clear sky
436,Sosnovo-Ozerskoye,RU,2022-06-12 16:29:59,52.5249,111.5418,50.4,74,6,3.8,clear sky
437,Souillac,MU,2022-06-12 16:29:59,-20.5167,57.5167,70.18,94,75,8.05,light rain
438,Vila Do Maio,CV,2022-06-12 16:29:59,15.1333,-23.2167,83.19,84,7,11.23,clear sky
439,Hualmay,PE,2022-06-12 16:30:00,-11.0964,-77.6139,67.1,69,54,9.37,broken clouds
440,Ambilobe,MG,2022-06-12 16:30:00,-13.2,49.05,72.81,72,13,2.86,few clouds
441,Katangli,RU,2022-06-12 16:30:00,51.7102,143.2326,46.35,94,2,7.7,clear sky
442,Frutal,BR,2022-06-12 16:30:01,-20.0247,-48.9406,71.33,37,99,6.82,overcast clouds
443,Eufaula,US,2022-06-12 16:26:04,31.8913,-85.1455,87.85,66,75,0.0,broken clouds
444,Parana,AR,2022-06-12 16:30:02,-31.732,-60.5238,67.55,37,0,6.78,clear sky
445,Pisco,PE,2022-06-12 16:30:02,-13.7,-76.2167,61.02,82,100,5.75,mist
446,Thunder Bay,CA,2022-06-12 16:28:04,48.4001,-89.3168,66.11,48,75,8.05,broken clouds
447,Mount Isa,AU,2022-06-12 16:30:02,-20.7333,139.5,46.17,61,0,4.61,clear sky
448,Sao Tome,ST,2022-06-12 16:30:03,0.3365,6.7273,79.79,76,43,5.77,scattered clouds
449,Talaya,RU,2022-06-12 16:30:03,61.3833,152.75,39.9,90,92,2.86,moderate rain
450,Manggar,ID,2022-06-12 16:30:04,-2.8833,108.2667,79.12,83,100,3.31,overcast clouds
451,Daru,PG,2022-06-12 16:30:04,-9.0763,143.2092,77.54,90,98,14.25,overcast clouds
452,Maldonado,UY,2022-06-12 16:30:05,-34.6667,-54.9167,54.79,62,0,11.07,clear sky
