City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
278,Yangjiang,CN,2022-06-08 19:23:54,21.85,111.9667,75.88,93,100,10.92
279,Fallon,US,2022-06-08 19:23:55,39.4735,-118.7774,84.45,10,100,3.44
280,Thompson,CA,2022-06-08 19:23:55,55.7435,-97.8558,66.36,39,75,10.36
281,Vila Franca Do Campo,PT,2022-06-08 19:23:55,37.7167,-25.4333,74.19,76,34,7.18
282,Nizwa,OM,2022-06-08 19:23:56,22.9333,57.5333,87.75,40,0,3.4
283,Fukue,JP,2022-06-08 19:23:56,32.6881,128.8419,68.11,80,100,9.31
284,Petropavlovsk-Kamchatskiy,RU,2022-06-08 19:23:56,53.0452,158.6483,43.39,81,75,6.71
285,Eucaliptus,BO,2022-06-08 19:23:57,-17.5833,-67.5167,53.46,13,0,13.65
286,Saskylakh,RU,2022-06-08 19:23:57,71.9167,114.0833,52.11,82,68,5.64
287,Santa Marta,CO,2022-06-08 19:20:04,11.2408,-74.199,87.85,66,40,5.75
288,Koumac,NC,2022-06-08 19:23:58,-20.5667,164.2833,71.76,94,100,12.68
289,Mahebourg,MU,2022-06-08 19:23:58,-20.4081,57.7,73.69,78,40,3.44
290,Jaca,ES,2022-06-08 19:23:58,42.569,-0.5499,72.01,62,100,7.94
291,Souillac,MU,2022-06-08 19:23:59,-20.5167,57.5167,73.78,78,40,3.44
292,Champerico,GT,2022-06-08 19:23:59,14.3,-91.9167,88.34,73,100,10.18
293,Husavik,IS,2022-06-08 19:24:00,66.0449,-17.3389,48.02,85,100,2.71
294,Mogzon,RU,2022-06-08 19:24:00,51.7435,111.9606,43.99,94,29,2.82
295,Bela,IN,2022-06-08 19:24:01,25.9333,81.9833,96.67,16,78,4.65
296,Dali,CN,2022-06-08 19:24:01,25.7,100.1833,62.83,93,100,2.77
297,Fairbanks,US,2022-06-08 19:20:03,64.8378,-147.7164,61.02,43,0,16.11
298,Ribeira Brava,PT,2022-06-08 19:24:02,32.65,-17.0667,74.71,83,1,7.16
299,Launceston,AU,2022-06-08 19:24:02,-41.45,147.1667,49.64,70,15,17.27
300,Banjar,ID,2022-06-08 19:24:03,-8.19,114.9675,76.87,89,100,3.94
301,Vostok,RU,2022-06-08 19:24:03,46.4856,135.8833,47.57,97,100,4.56
302,Amazar,RU,2022-06-08 19:24:03,53.858,120.875,53.83,77,100,3.38
303,Santiago Del Estero,AR,2022-06-08 19:24:04,-27.7951,-64.2615,74.07,47,100,6.6
304,Turayf,SA,2022-06-08 19:24:04,31.6725,38.6637,82.65,26,0,9.22
305,East London,ZA,2022-06-08 19:24:05,-33.0153,27.9116,66.81,49,0,6.2
306,Sorland,NO,2022-06-08 19:22:14,67.667,12.6934,46.26,76,7,16.91
307,Najran,SA,2022-06-08 19:24:05,17.4924,44.1277,84.85,16,100,3.85
308,Leh,IN,2022-06-08 19:24:06,34.1667,77.5833,54.34,31,29,4.52
309,Constitucion,CL,2022-06-08 19:20:56,-35.3333,-72.4167,57.78,74,4,6.26
310,Aswan,EG,2022-06-08 19:24:06,24.0934,32.907,97.9,13,0,0.0
311,Ixtapa,MX,2022-06-08 19:24:06,20.7,-105.2,79.83,78,100,9.22
312,Quatre Cocos,MU,2022-06-08 19:24:07,-20.2078,57.7625,73.51,80,20,11.56
313,Kieta,PG,2022-06-08 19:24:07,-6.2167,155.6333,76.75,83,93,3.2
314,Natal,BR,2022-06-08 19:24:08,-5.795,-35.2094,86.22,70,20,12.66
315,Ahuimanu,US,2022-06-08 19:24:08,21.4447,-157.8378,82.11,62,20,13.8
316,Sitka,US,2022-06-08 19:24:09,57.0531,-135.33,60.69,51,75,17.27
317,Ahipara,NZ,2022-06-08 19:24:09,-35.1667,173.1667,59.43,87,100,8.59
318,Olafsvik,IS,2022-06-08 19:24:10,64.8945,-23.7142,51.1,81,100,5.59
319,La Palma,US,2022-06-08 19:24:10,33.8464,-118.0467,93.18,68,40,8.05
320,Saint-Francois,FR,2022-06-08 19:25:11,46.4154,3.9054,61.68,94,67,4.61
321,Fountain,US,2022-06-08 19:25:11,38.6822,-104.7008,74.7,31,0,21.85
322,Gamboma,CG,2022-06-08 19:25:12,-1.8764,15.8644,79.47,50,95,1.19
323,Pangnirtung,CA,2022-06-08 19:25:12,66.1451,-65.7125,44.6,70,40,20.71
324,Waipawa,NZ,2022-06-08 19:25:12,-41.4122,175.5153,53.71,76,3,13.56
325,Buchanan,LR,2022-06-08 19:25:13,5.8808,-10.0467,79.7,79,20,7.11
326,Te Anau,NZ,2022-06-08 19:25:13,-45.4167,167.7167,43.34,94,82,3.18
327,Norman Wells,CA,2022-06-08 19:25:14,65.282,-126.8329,50.04,71,100,3.44
328,Viborg,DK,2022-06-08 19:25:14,56.4532,9.402,58.62,80,88,2.26
329,Tawang,IN,2022-06-08 19:25:14,27.5833,91.8667,55.31,96,100,1.21
330,Mozarlandia,BR,2022-06-08 19:25:15,-14.7447,-50.5706,93.06,24,75,1.32
331,Hervey Bay,AU,2022-06-08 19:25:15,-25.2986,152.8535,46.02,77,0,5.99
332,Kochubey,RU,2022-06-08 19:25:16,44.3861,46.5825,67.24,56,11,8.68
333,Kuching,MY,2022-06-08 19:25:16,1.55,110.3333,77.22,100,20,1.99
334,Zaria,NG,2022-06-08 19:25:16,11.1113,7.7227,84.33,40,41,4.88
335,Portland,US,2022-06-08 19:21:38,45.5234,-122.6762,72.68,56,75,7.0
336,Amahai,ID,2022-06-08 19:25:17,-3.3333,128.9167,77.67,85,100,3.13
337,Ilulissat,GL,2022-06-08 19:25:17,69.2167,-51.1,42.82,56,75,6.91
338,Ikorodu,NG,2022-06-08 19:25:18,6.6191,3.5041,82.36,79,82,10.87
339,Laguna,US,2022-06-08 19:25:18,38.421,-121.4238,88.09,35,0,4.61
340,Okotoks,CA,2022-06-08 19:23:56,50.7289,-113.9828,71.28,49,21,4.0
341,Shinuhayr,AM,2022-06-08 19:25:18,39.4367,46.3179,56.44,70,45,3.4
342,Venice,US,2022-06-08 19:25:19,27.0998,-82.4543,90.14,74,20,13.8
343,Noumea,NC,2022-06-08 19:25:19,-22.2763,166.4572,75.0,99,100,7.81
344,Kendari,ID,2022-06-08 19:25:20,-3.945,122.4989,75.06,92,100,1.36
345,Cuauhtemoc,MX,2022-06-08 19:25:20,28.4167,-106.8667,86.34,15,78,14.45
346,Uarini,BR,2022-06-08 19:25:21,-2.99,-65.1083,83.77,70,99,3.22
347,Celestun,MX,2022-06-08 19:21:18,20.8667,-90.4,89.58,60,100,5.44
348,Paamiut,GL,2022-06-08 19:25:21,61.994,-49.6678,37.99,86,0,10.36
349,Comodoro Rivadavia,AR,2022-06-08 19:25:21,-45.8667,-67.5,53.46,58,40,28.77
350,Shuya,RU,2022-06-08 19:25:22,56.8487,41.3883,53.71,80,0,6.22
351,Yulara,AU,2022-06-08 19:25:22,-25.2406,130.9889,45.77,68,6,8.95
352,Great Falls,US,2022-06-08 19:25:23,47.5002,-111.3008,71.67,39,0,12.66
353,Bubaque,GW,2022-06-08 19:25:23,11.2833,-15.8333,81.39,79,1,12.35
354,Muisne,EC,2022-06-08 19:25:24,0.6,-80.0333,77.02,79,100,12.08
355,Anloga,GH,2022-06-08 19:25:24,5.7947,0.8973,81.68,76,70,15.41
356,Huancavelica,PE,2022-06-08 19:25:25,-12.7667,-74.9833,51.39,38,95,8.46
357,Khuzhir,RU,2022-06-08 19:25:25,53.1939,107.3397,41.79,90,100,1.19
358,Moletai,LT,2022-06-08 19:25:25,55.2333,25.4167,60.42,97,100,1.68
359,Balingasay,PH,2022-06-08 19:24:07,16.3573,119.8564,82.94,73,73,1.43
360,Gat,IL,2022-06-08 19:25:26,31.61,34.7642,78.4,69,0,2.26
361,Sri Aman,MY,2022-06-08 19:25:26,1.2376,111.4621,77.05,94,100,0.0
362,Vyazemskiy,RU,2022-06-08 19:25:27,47.5378,134.7525,57.29,97,100,1.74
363,Le Mars,US,2022-06-08 19:25:27,42.7942,-96.1656,76.35,42,71,8.3
364,Hobyo,SO,2022-06-08 19:25:28,5.3505,48.5268,80.55,75,100,22.35
365,Price,US,2022-06-08 19:25:28,39.5994,-110.8107,84.11,10,0,9.22
366,Jiwani,PK,2022-06-08 19:41:55,25.05,61.7417,82.81,85,0,14.05
367,Seoul,KR,2022-06-08 19:37:04,37.5683,126.9778,64.0,83,100,3.44
368,Luanda,AO,2022-06-08 19:41:49,-8.8368,13.2343,72.27,88,13,12.53
369,Flinders,AU,2022-06-08 19:41:56,-34.5833,150.8552,51.19,64,0,5.01
370,Bonthe,SL,2022-06-08 19:41:56,7.5264,-12.505,80.53,74,8,10.54
371,Deer Lake,CA,2022-06-08 19:41:57,49.1667,-57.4316,69.66,21,40,8.05
372,Bull Savanna,JM,2022-06-08 19:41:57,17.8868,-77.5902,84.31,60,71,17.58
373,Soto La Marina,MX,2022-06-08 19:41:57,23.7667,-98.2167,96.78,30,16,19.26
374,Teresina,BR,2022-06-08 19:39:56,-5.0892,-42.8019,89.31,55,20,4.61
375,Greeneville,US,2022-06-08 19:41:58,36.1632,-82.831,85.95,60,0,6.91
376,Maracaibo,VE,2022-06-08 19:41:58,10.6317,-71.6406,86.27,63,82,5.59
377,Magadan,RU,2022-06-08 19:41:58,59.5667,150.8,43.45,88,100,5.44
378,Amapa,BR,2022-06-08 19:41:59,1.0,-52.0,75.94,96,100,2.62
379,Cherskiy,RU,2022-06-08 19:41:59,68.75,161.3,56.98,52,64,14.09
380,Ajka,HU,2022-06-08 19:42:00,47.102,17.5589,65.25,89,100,2.48
381,Jungapeo,MX,2022-06-08 19:42:00,19.45,-100.4833,81.81,60,26,10.29
382,Quzhou,CN,2022-06-08 19:42:01,28.9594,118.8686,69.87,87,100,1.77
383,Otradnoye,RU,2022-06-08 19:42:01,59.7775,30.8181,60.85,98,100,5.28
384,Katangli,RU,2022-06-08 19:42:02,51.7102,143.2326,39.97,95,100,8.88
385,Dubti,ET,2022-06-08 19:42:02,11.7361,41.0853,95.65,26,100,12.12
386,Los Llanos De Aridane,ES,2022-06-08 19:42:02,28.6585,-17.9182,67.75,78,0,17.27
387,Half Moon Bay,US,2022-06-08 19:42:03,37.4636,-122.4286,84.54,76,75,23.02
388,Maues,BR,2022-06-08 19:42:03,-3.3836,-57.7186,80.42,88,100,1.88
389,Awbari,LY,2022-06-08 19:42:03,26.5921,12.7805,92.46,12,0,9.15
390,Padang,ID,2022-06-08 19:42:04,-0.9492,100.3543,75.81,89,100,4.05
391,Mataram,ID,2022-06-08 19:42:04,-8.5833,116.1167,76.01,86,100,4.79
392,Kralendijk,BQ,2022-06-08 19:42:05,12.15,-68.2667,87.78,66,75,20.71
393,Pandan,PH,2022-06-08 19:42:05,14.0453,124.1694,79.92,84,100,3.58
394,Bandarbeyla,SO,2022-06-08 19:42:06,9.4942,50.8122,81.66,72,67,17.54
395,Tanda,IN,2022-06-08 19:42:06,26.55,82.65,93.81,30,48,5.57
396,Tura,IN,2022-06-08 19:42:06,25.5198,90.2201,74.16,97,100,5.44
397,Cordoba,AR,2022-06-08 19:37:21,-31.4135,-64.1811,70.75,42,0,10.36
398,Nyurba,RU,2022-06-08 19:42:07,63.2842,118.3319,55.04,88,79,3.71
399,Marieville,CA,2022-06-08 19:42:07,45.4334,-73.1658,74.17,53,61,12.1
400,Chalette-Sur-Loing,FR,2022-06-08 19:42:08,48.0134,2.7359,59.05,89,5,6.26
401,Shemonaikha,KZ,2022-06-08 19:42:08,50.6328,81.9056,55.54,61,11,3.6
402,Imbituba,BR,2022-06-08 19:42:09,-28.24,-48.6703,66.85,89,68,4.16
403,Aksu,CN,2022-06-08 19:42:09,41.1231,80.2644,74.8,19,1,5.46
404,Rio Gallegos,AR,2022-06-08 19:41:00,-51.6226,-69.2181,37.45,93,75,26.46
405,Rio Grande,BR,2022-06-08 19:38:35,-32.035,-52.0986,69.91,83,63,4.41
406,Kiruna,SE,2022-06-08 19:43:10,67.8557,20.2251,43.72,49,0,13.8
407,Bohuslav,UA,2022-06-08 19:43:10,49.5494,30.8744,68.5,53,100,6.53
408,Yumen,CN,2022-06-08 19:43:11,40.2833,97.2,65.05,16,9,5.84
409,Vanderhoof,CA,2022-06-08 19:43:11,54.0166,-124.0198,62.56,62,73,5.7
410,Manavalakurichi,IN,2022-06-08 19:43:12,8.1333,77.3,79.14,86,74,14.29
411,Thanh Hoa,VN,2022-06-08 19:43:12,19.8,105.7667,79.21,84,100,2.26
412,Weifang,CN,2022-06-08 19:43:12,36.71,119.1019,62.92,91,5,5.88
413,Taltal,CL,2022-06-08 19:43:13,-25.4,-70.4833,61.75,75,27,5.53
414,San Cristobal,VE,2022-06-08 19:43:13,7.7669,-72.225,78.98,69,96,4.47
415,Lovozero,RU,2022-06-08 19:43:14,68.005,35.0117,56.44,56,100,7.4
416,Inirida,CO,2022-06-08 19:43:14,3.8653,-67.9239,77.95,82,100,2.1
417,Nome,US,2022-06-08 19:43:15,64.5011,-165.4064,66.16,65,0,4.61
418,Fredericton,CA,2022-06-08 19:39:09,45.9454,-66.6656,60.04,93,100,9.22
419,San Vicente,AR,2022-06-08 19:43:15,-26.6167,-54.1333,65.07,76,1,3.0
420,Aqtobe,KZ,2022-06-08 19:43:15,50.2797,57.2072,51.89,62,0,8.95
421,Borogontsy,RU,2022-06-08 19:43:16,62.6683,131.1683,59.47,69,8,5.41
422,Saint-Joseph,RE,2022-06-08 19:43:16,-21.3667,55.6167,68.38,83,85,11.25
423,Yakima,US,2022-06-08 19:43:17,46.4665,-120.6678,79.18,39,0,3.44
424,Nivala,FI,2022-06-08 19:43:17,63.9167,24.9667,52.05,95,80,4.74
425,Arys,KZ,2022-06-08 19:43:17,42.4252,68.795,81.45,19,48,10.29
426,Ozieri,IT,2022-06-08 19:43:18,40.586,9.0012,62.24,74,100,3.83
427,Shuangyang,CN,2022-06-08 19:43:18,43.5242,125.6736,54.64,89,100,2.71
428,Mitsamiouli,KM,2022-06-08 19:43:19,-11.3847,43.2844,79.03,72,16,7.83
429,Codrington,AU,2022-06-08 19:43:19,-38.2667,141.9667,52.16,76,100,18.88
430,Nuevo Progreso,MX,2022-06-08 19:43:19,23.1667,-97.95,96.55,51,91,10.0
431,Wenling,CN,2022-06-08 19:43:20,28.3669,121.36,67.5,89,100,6.62
432,Dunedin,NZ,2022-06-08 19:43:20,-45.8742,170.5036,44.06,82,57,5.21
433,Gopalpur,IN,2022-06-08 19:43:20,19.2667,84.9167,82.53,91,98,11.54
434,Concepcion,CL,2022-06-08 19:42:00,-36.827,-73.0498,55.2,82,100,8.05
435,Charsadda,PK,2022-06-08 19:43:21,34.1435,71.7317,92.01,24,0,2.89
436,Chuy,UY,2022-06-08 19:43:21,-33.6971,-53.4616,60.42,77,40,3.65
437,Carutapera,BR,2022-06-08 19:43:22,-1.195,-46.02,80.62,81,71,7.61
438,Wawa,NG,2022-06-08 19:43:22,9.9022,4.4192,87.03,41,3,4.97
439,Lorengau,PG,2022-06-08 19:43:22,-2.0226,147.2712,81.46,75,100,8.01
440,Bereda,ES,2022-06-08 19:43:23,43.2686,-7.5406,66.42,99,97,1.3
441,Agde,FR,2022-06-08 19:43:23,43.3108,3.4758,73.26,82,0,12.66
442,Norsup,VU,2022-06-08 19:43:24,-16.0667,167.3833,78.28,72,81,7.63
443,Hay River,CA,2022-06-08 19:43:24,60.8156,-115.7999,69.76,42,20,11.5
444,Buraydah,SA,2022-06-08 19:43:24,26.326,43.975,97.25,5,0,7.09
445,Bandar-E Lengeh,IR,2022-06-08 19:43:25,26.5579,54.8807,88.93,49,0,5.17
446,Koslan,RU,2022-06-08 19:43:25,63.4564,48.8989,58.05,65,60,5.44
447,Akyab,MM,2022-06-08 19:43:26,20.15,92.9,80.87,80,100,5.17
448,Marsh Harbour,BS,2022-06-08 19:43:26,26.5412,-77.0636,82.38,70,14,10.96
449,Chapais,CA,2022-06-08 19:43:26,49.7834,-74.8492,56.98,72,100,8.12
450,Abalak,RU,2022-06-08 19:43:27,58.1286,68.5944,55.47,97,70,10.31
451,Tommot,RU,2022-06-08 19:43:27,58.9564,126.2925,56.77,76,100,2.3
452,Sao Filipe,CV,2022-06-08 19:43:28,14.8961,-24.4956,74.03,83,1,9.66
453,Alice Springs,AU,2022-06-08 19:43:28,-23.7,133.8833,35.15,93,1,0.0
454,Nadvoitsy,RU,2022-06-08 19:44:28,63.8667,34.3167,55.99,73,100,3.38
455,Saint-Paul,RE,2022-06-08 19:44:29,-21.0096,55.2707,69.91,81,37,9.55
456,Palmer,US,2022-06-08 19:44:29,42.1584,-72.3287,80.06,46,20,10.36
457,Thinadhoo,MV,2022-06-08 19:44:30,0.5333,72.9333,83.21,71,100,7.25
458,Kropotkin,RU,2022-06-08 19:44:30,45.4375,40.5756,71.91,46,100,13.27
459,Ahome,MX,2022-06-08 19:44:30,25.9167,-109.1833,91.99,43,0,16.06
460,Nantucket,US,2022-06-08 19:44:31,41.2835,-70.0995,69.94,94,100,13.8
461,Mpanda,TZ,2022-06-08 19:44:31,-6.3655,31.0409,62.06,73,4,1.1
462,Zhigansk,RU,2022-06-08 19:44:32,66.7697,123.3711,60.69,54,68,2.66
463,Polovinnoye,RU,2022-06-08 19:44:32,54.7914,65.9864,53.47,75,44,7.54
464,Iwanai,JP,2022-06-08 19:44:32,42.9744,140.5089,47.73,92,64,5.48
465,Huilong,CN,2022-06-08 19:44:33,31.8111,121.655,69.93,89,99,13.31
466,Beringovskiy,RU,2022-06-08 19:44:33,63.05,179.3167,37.99,68,4,13.47
467,College,US,2022-06-08 19:44:34,64.8569,-147.8028,61.59,41,40,16.11
468,Fort Nelson,CA,2022-06-08 19:44:34,58.8053,-122.7002,71.19,46,75,4.61
469,Zuwarah,LY,2022-06-08 19:44:34,32.9312,12.082,75.79,73,40,13.49
470,Thurso,GB,2022-06-08 19:42:54,58.5927,-3.5259,52.05,89,100,8.77
471,Beyneu,KZ,2022-06-08 19:44:35,45.3167,55.2,74.55,28,8,7.96
472,Petatlan,MX,2022-06-08 19:44:35,17.5167,-101.2667,89.37,53,41,7.61
473,Sebinkarahisar,TR,2022-06-08 19:44:36,40.2883,38.4236,56.73,88,51,2.59
474,Salta,AR,2022-06-08 19:43:34,-24.7859,-65.4117,72.19,51,0,8.05
475,Tessalit,ML,2022-06-08 19:44:36,20.1986,1.0114,96.01,15,99,9.24
476,Inyonga,TZ,2022-06-08 19:44:37,-6.7167,32.0667,62.83,62,7,4.54
477,Zelenets,RU,2022-06-08 19:44:37,61.8849,50.7489,57.45,62,1,4.25
478,Lagunas,PE,2022-06-08 19:44:38,-5.2269,-75.6753,82.17,73,93,3.44
479,San Policarpo,PH,2022-06-08 19:44:38,12.1791,125.5072,81.37,81,100,7.96
480,Udachnyy,RU,2022-06-08 19:44:38,66.4167,112.4,46.45,75,6,6.04
481,Muzhi,RU,2022-06-08 19:44:39,65.3667,64.6667,58.78,43,93,4.34
482,Fez,MA,2022-06-08 19:44:39,34.0372,-4.9998,80.85,38,20,9.22
483,Manggar,ID,2022-06-08 19:44:40,-2.8833,108.2667,78.67,84,100,3.33
484,Aripuana,BR,2022-06-08 19:44:40,-9.1667,-60.6333,83.48,62,97,2.19
485,Clyde River,CA,2022-06-08 19:44:40,70.4692,-68.5914,34.03,100,100,10.36
486,Rawson,AR,2022-06-08 19:44:41,-43.3002,-65.1023,60.21,39,10,15.46
487,Kattivakkam,IN,2022-06-08 19:44:41,13.2167,80.3167,87.89,84,70,16.17
488,Bilma,NE,2022-06-08 19:44:42,18.6853,12.9164,92.07,10,98,3.91
489,Xuanzhou,CN,2022-06-08 19:44:42,30.9525,118.7553,68.88,83,47,3.0
490,Centralia,US,2022-06-08 19:42:23,46.7162,-122.9543,69.21,56,75,1.01
491,Anadyr,RU,2022-06-08 19:44:42,64.75,177.4833,43.3,56,0,6.71
492,Torbay,CA,2022-06-08 19:44:43,47.6666,-52.7314,53.28,66,20,11.5
493,Naze,JP,2022-06-08 19:44:43,28.3667,129.4833,68.92,83,100,2.51
494,Tabou,CI,2022-06-08 19:44:44,4.423,-7.3528,78.75,74,12,6.82
495,Itoman,JP,2022-06-08 19:44:44,26.1247,127.6694,74.17,88,40,4.61
496,Abyek,IR,2022-06-08 19:44:44,36.0667,50.55,80.2,23,0,5.84
497,Kaeo,NZ,2022-06-08 19:44:44,-35.1,173.7833,60.33,97,100,10.47
498,Zhytomyr,UA,2022-06-08 19:44:45,50.2649,28.6767,65.21,62,80,5.44
499,Alice Town,BS,2022-06-08 19:44:45,25.7167,-79.3,82.63,67,86,9.64
500,Talara,PE,2022-06-08 19:44:46,-4.5772,-81.2719,81.36,50,0,14.97
501,Veraval,IN,2022-06-08 19:44:46,20.9,70.3667,83.93,85,24,12.82
502,Guerrero Negro,MX,2022-06-08 19:43:42,27.9769,-114.0611,72.77,57,7,14.88
503,Poum,NC,2022-06-08 19:45:46,-20.2333,164.0167,74.43,88,100,21.14
504,Stornoway,GB,2022-06-08 19:45:47,58.2093,-6.3865,56.93,88,20,10.36
505,Luau,AO,2022-06-08 19:45:47,-10.7073,22.2247,58.89,47,91,5.3
506,Rochester,US,2022-06-08 19:41:27,43.1548,-77.6156,76.12,56,75,1.99
507,Nanning,CN,2022-06-08 19:45:48,22.8167,108.3167,77.45,95,100,3.13
508,Wanning,CN,2022-06-08 19:45:48,18.8003,110.3967,78.57,88,99,6.35
509,San Angelo,US,2022-06-08 19:44:54,31.4638,-100.437,93.42,38,40,24.16
510,Port Hardy,CA,2022-06-08 19:45:13,50.6996,-127.4199,60.98,55,75,12.66
511,Sao Jose Da Coroa Grande,BR,2022-06-08 19:45:49,-8.8978,-35.1478,77.7,80,39,6.76
512,Kerewan,GM,2022-06-08 19:45:49,13.4898,-16.0888,86.47,61,90,15.17
513,Sharlyk,RU,2022-06-08 19:45:50,52.9167,54.75,50.86,95,100,15.3
514,Chumikan,RU,2022-06-08 19:45:50,54.7183,135.315,37.47,99,100,2.33
515,Nawalgarh,IN,2022-06-08 19:45:50,27.85,75.2667,89.76,25,0,19.01
516,Yatou,CN,2022-06-08 19:45:51,37.15,122.3833,61.63,96,74,3.8
517,Sirvintos,LT,2022-06-08 19:45:51,55.05,24.95,64.56,97,100,4.56
518,Kirakira,SB,2022-06-08 19:45:52,-10.4544,161.9205,78.55,83,100,4.34
519,Goksun,TR,2022-06-08 19:45:52,38.021,36.4973,59.52,90,22,4.29
520,Tunduma,TZ,2022-06-08 19:45:52,-9.3,32.7667,49.51,92,74,6.89
521,Mnogovershinnyy,RU,2022-06-08 19:45:53,53.9353,139.9242,40.57,95,100,1.48
522,Anse-Bertrand,GP,2022-06-08 19:45:53,16.4721,-61.5078,85.82,100,98,15.46
523,Yarkovo,RU,2022-06-08 19:45:54,57.4028,67.0786,52.75,96,52,5.19
524,Ambilobe,MG,2022-06-08 19:45:54,-13.2,49.05,69.6,86,3,2.93
525,Totolapa,MX,2022-06-08 19:45:54,18.5167,-96.1833,100.15,32,43,3.0
526,Port-Gentil,GA,2022-06-08 19:45:55,-0.7193,8.7815,76.96,94,20,6.91
527,Yar-Sale,RU,2022-06-08 19:45:55,66.8333,70.8333,47.79,54,2,7.25
528,Shache,CN,2022-06-08 19:45:55,38.4167,77.2406,80.71,28,91,15.59
529,Pijijiapan,MX,2022-06-08 19:45:56,15.7011,-93.23,82.99,79,99,6.15
530,Loudi,CN,2022-06-08 19:45:56,27.7344,111.9944,73.71,91,20,2.13
531,Angola,AO,2022-06-08 19:41:27,-12.5,18.5,52.09,61,6,3.78
532,Lianzhou,CN,2022-06-08 19:45:57,24.7811,112.3825,75.15,98,100,1.54
533,Neftcala,AZ,2022-06-08 19:45:57,39.3742,49.2472,71.08,56,0,3.87
534,Coos Bay,US,2022-06-08 19:43:50,43.3665,-124.2179,69.31,86,40,8.05
535,Pansemal,IN,2022-06-08 19:45:58,21.65,74.7,84.58,66,5,16.08
536,Dingle,PH,2022-06-08 19:45:58,10.9995,122.6711,77.4,87,100,3.09
537,Narsaq,GL,2022-06-08 19:45:58,60.9167,-46.05,61.02,64,100,6.38
538,Acapulco,MX,2022-06-08 19:44:04,16.8634,-99.8901,86.09,62,29,8.66
539,Gorin,RU,2022-06-08 19:45:59,51.1983,136.6669,46.74,94,100,8.41
540,Sobradinho,BR,2022-06-08 19:45:59,-12.8333,-39.1,72.41,77,0,6.06
541,San Miguel,SV,2022-06-08 19:43:24,13.4833,-88.1833,89.08,72,20,9.22
542,Kirkuk,IQ,2022-06-08 19:46:00,35.4681,44.3922,87.67,17,0,2.82
543,Walvis Bay,NA,2022-06-08 19:46:00,-22.9575,14.5053,72.55,28,0,11.5
544,Saint-Pierre,RE,2022-06-08 19:46:01,-21.3393,55.4781,69.48,88,75,6.91
545,Muscat,OM,2022-06-08 19:42:09,23.6139,58.5922,91.42,52,0,4.32
546,Korla,CN,2022-06-08 19:46:01,41.7597,86.1469,75.61,20,0,2.82
547,Pucallpa,PE,2022-06-08 19:46:02,-8.3791,-74.5539,86.04,66,75,5.75
548,Vila,PT,2022-06-08 19:46:02,42.0304,-8.1588,58.69,87,96,2.46
549,Camabatela,AO,2022-06-08 19:46:02,-8.1881,15.375,62.04,49,21,3.2
550,Ponta Delgada,PT,2022-06-08 19:46:03,37.7333,-25.6667,73.51,94,75,8.05
551,Hare Bay,CA,2022-06-08 19:46:03,48.8499,-54.0148,60.19,46,0,5.68
552,Taguatinga,BR,2022-06-08 19:46:04,-12.3857,-46.5711,87.04,25,23,1.36
553,Canmore,CA,2022-06-08 19:46:37,51.0834,-115.3521,65.8,46,93,6.64
554,Kutum,SD,2022-06-08 19:47:04,14.2,24.6667,82.51,34,81,12.06
555,Belmonte,BR,2022-06-08 19:47:05,-15.8631,-38.8828,74.84,77,0,8.1
556,Kokopo,PG,2022-06-08 19:47:05,-4.352,152.2633,76.03,83,96,3.2
557,Nuuk,GL,2022-06-08 19:47:06,64.1835,-51.7216,52.41,40,0,9.22
558,Labuhan,ID,2022-06-08 19:47:06,-6.8844,112.2051,78.13,87,100,7.85
